statement,object_1,object_2,correct_object_2,correct,negation,real_object,category,is_true,is_false,is_unvefiriable,multiclass_label
The city of Greenville is not located in Vanuatu.,Greenville,Vanuatu,"the United States, NC, the United States, MS, the United States, SC",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Brazzaville is not located in the Republic of the Congo.,Brazzaville,the Republic of the Congo,the Republic of the Congo,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Mimico is located in Switzerland.,Mimico,Switzerland,Canada,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Yinzhu is not located in the South Africa.,Yinzhu,the South Africa,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Datong is not located in China.,Datong,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Callao is not located in Peru.,Callao,Peru,Peru,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of North Olmsted is located in Switzerland.,North Olmsted,Switzerland,"the United States, OH",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Glastonbury is not located in the United States, CT.",Glastonbury,"the United States, CT","the United States, CT",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Londonderry County Borough is not located in Kyrgyzstan.,Londonderry County Borough,Kyrgyzstan,the United Kingdom,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Xinyang is not located in China.,Xinyang,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Salem is located in Indonesia.,Salem,Indonesia,"the United States, OR, the United States, MA, India",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Glastonbury is located in the United States, CT.",Glastonbury,"the United States, CT","the United States, CT",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Hyesan is not located in Poland.,Hyesan,Poland,the North Korea,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Itabira is not located in Brazil.,Itabira,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Inowrocław is not located in Poland.,Inowrocław,Poland,Poland,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Monrovia is located in the United States, CA.",Monrovia,"the United States, CA","the United States, CA, Liberia",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Gresham is not located in the United States, OR.",Gresham,"the United States, OR","the United States, OR",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Serdobsk is not located in Russia.,Serdobsk,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Biên Hòa is located in Vietnam.,Biên Hòa,Vietnam,Vietnam,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Xinglong is located in Guinea-Bissau.,Xinglong,Guinea-Bissau,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bouaké is located in Hong Kong.,Bouaké,Hong Kong,the Ivory Coast,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Yichang is not located in China.,Yichang,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Randfontein is not located in the South Africa.,Randfontein,the South Africa,the South Africa,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of San Miguel de Allende is located in Samoa.,San Miguel de Allende,Samoa,Mexico,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Quito is not located in Ecuador.,Quito,Ecuador,Ecuador,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Châtelet is not located in the North Macedonia.,Châtelet,the North Macedonia,Belgium,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Yelabuga is not located in the United States, NH.",Yelabuga,"the United States, NH",Russia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sendai is not located in Venezuela.,Sendai,Venezuela,Japan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Jinan is located in Ghana.,Jinan,Ghana,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Yiyang is not located in the Dominican Republic.,Yiyang,the Dominican Republic,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Erzurum is not located in Turkey.,Erzurum,Turkey,Turkey,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Santa María is located in Ireland.,Santa María,Ireland,Argentina,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Sakado is located in Japan.,Sakado,Japan,Japan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Meerut is located in the United States, IN.",Meerut,"the United States, IN",India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Malingao is located in the Philippines.,Malingao,the Philippines,the Philippines,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Shivaji Nagar is located in India.,Shivaji Nagar,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Redondo Beach is located in Kiribati.,Redondo Beach,Kiribati,"the United States, CA",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Geraardsbergen is located in Colombia.,Geraardsbergen,Colombia,Belgium,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Campo Grande is located in the Palestinian Territory.,Campo Grande,the Palestinian Territory,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Luohe is located in the United States, MT.",Luohe,"the United States, MT",China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Faisalabad is located in Sweden.,Faisalabad,Sweden,Pakistan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Groningen is located in Curacao.,Groningen,Curacao,the Netherlands,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of İzmir is located in Turkey.,İzmir,Turkey,Turkey,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Hamilton is not located in Egypt.,Hamilton,Egypt,"New Zealand, the United States, OH, the United Kingdom, Canada",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Baotou is not located in Costa Rica.,Baotou,Costa Rica,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Belfort is located in France.,Belfort,France,France,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Pittsburg is not located in Lesotho.,Pittsburg,Lesotho,"the United States, CA",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Béchar is located in Algeria.,Béchar,Algeria,Algeria,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sidhi is located in India.,Sidhi,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Saqqez is not located in China.,Saqqez,China,Iran,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Usulután is located in Cabo Verde.,Usulután,Cabo Verde,El Salvador,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Jakarta is located in Algeria.,Jakarta,Algeria,Indonesia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Túxpam de Rodríguez Cano is located in Belgium.,Túxpam de Rodríguez Cano,Belgium,Mexico,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Pathānkot is located in India.,Pathānkot,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Lu’an is not located in China.,Lu’an,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of San Francisco is located in the United States, CA.",San Francisco,"the United States, CA","the United States, CA, Costa Rica, Argentina",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Toulon is located in France.,Toulon,France,France,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Marseille is located in the United Arab Emirates.,Marseille,the United Arab Emirates,France,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Anshun is located in China.,Anshun,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Munich is not located in the United States, VT.",Munich,"the United States, VT",Germany,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kallakurichi is not located in India.,Kallakurichi,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Liuzhou is not located in Panama.,Liuzhou,Panama,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Al Maḩallah al Kubrá is located in Sudan.,Al Maḩallah al Kubrá,Sudan,Egypt,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Stains is not located in France.,Stains,France,France,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tanjay is not located in the Philippines.,Tanjay,the Philippines,the Philippines,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dunkwa is located in Sweden.,Dunkwa,Sweden,Ghana,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Kaunas is located in the United States, OH.",Kaunas,"the United States, OH",Lithuania,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of San Luis Potosí is not located in the North Macedonia.,San Luis Potosí,the North Macedonia,Mexico,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bogotá is located in Colombia.,Bogotá,Colombia,Colombia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Grand Island is not located in Myanmar.,Grand Island,Myanmar,"the United States, NE",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bucheon-si is not located in the South Korea.,Bucheon-si,the South Korea,the South Korea,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Birmingham is not located in the United Kingdom.,Birmingham,the United Kingdom,"the United States, AL, the United Kingdom",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Baghdad is located in Iraq.,Baghdad,Iraq,Iraq,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ciudad Nezahualcoyotl is located in Mexico.,Ciudad Nezahualcoyotl,Mexico,Mexico,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Lakshmīpur is located in the Maldives.,Lakshmīpur,the Maldives,Bangladesh,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bakri is located in Malaysia.,Bakri,Malaysia,Malaysia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tulungagung is located in Sweden.,Tulungagung,Sweden,Indonesia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ica is located in Peru.,Ica,Peru,Peru,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Rome is located in Italy.,Rome,Italy,"the United States, GA, Italy, the United States, NY",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Takeo is located in Kazakhstan.,Takeo,Kazakhstan,"Japan, Cambodia",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Taichung is not located in Taiwan.,Taichung,Taiwan,Taiwan,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Zhaojia is located in Germany.,Zhaojia,Germany,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Shubrā al Khaymah is not located in Egypt.,Shubrā al Khaymah,Egypt,Egypt,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Santiago is not located in Brazil.,Santiago,Brazil,"Peru, the Philippines, Mexico, Brazil, Chile",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Belém is not located in Brazil.,Belém,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Gajraula is located in India.,Gajraula,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Rabkavi is not located in the United States, NY.",Rabkavi,"the United States, NY",India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Wuhan is located in Cabo Verde.,Wuhan,Cabo Verde,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Quilpué is not located in Belgium.,Quilpué,Belgium,Chile,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Guangzhou is located in China.,Guangzhou,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Santiago de Querétaro is located in Mexico.,Santiago de Querétaro,Mexico,Mexico,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Havant is not located in the United Kingdom.,Havant,the United Kingdom,the United Kingdom,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Castleford is located in Georgia.,Castleford,Georgia,the United Kingdom,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Budta is not located in the Philippines.,Budta,the Philippines,the Philippines,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of San Francisco is located in Argentina.,San Francisco,Argentina,"the United States, CA, Costa Rica, Argentina",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Xiamen is not located in China.,Xiamen,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Sete Lagoas is located in Brazil.,Sete Lagoas,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sydney is located in Australia.,Sydney,Australia,"Canada, Australia",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Formosa is not located in French Guiana.,Formosa,French Guiana,"Brazil, Argentina",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Orito is not located in Bhutan.,Orito,Bhutan,Colombia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Vadodara is not located in India.,Vadodara,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Melbourne is not located in Mongolia.,Melbourne,Mongolia,"the United States, FL, Australia",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Puerto Francisco de Orellana is located in Mexico.,Puerto Francisco de Orellana,Mexico,Ecuador,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dongying is located in China.,Dongying,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Gelendzhik is located in Russia.,Gelendzhik,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Taichung is located in Taiwan.,Taichung,Taiwan,Taiwan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kaduna is located in Libya.,Kaduna,Libya,Nigeria,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Suzhou is located in China.,Suzhou,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Normal is located in Vietnam.,Normal,Vietnam,"the United States, IL",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dundalk is located in Ireland.,Dundalk,Ireland,"the United States, MD, Ireland",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Milagro is not located in Peru.,Milagro,Peru,Ecuador,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of San Giorgio a Cremano is located in Italy.,San Giorgio a Cremano,Italy,Italy,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Pyt-Yakh is located in Uzbekistan.,Pyt-Yakh,Uzbekistan,Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dien Bien Phu is not located in Vietnam.,Dien Bien Phu,Vietnam,Vietnam,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nowrangapur is located in India.,Nowrangapur,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Busan is not located in the South Korea.,Busan,the South Korea,the South Korea,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Velbert is located in Germany.,Velbert,Germany,Germany,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bandar Lampung is not located in Iceland.,Bandar Lampung,Iceland,Indonesia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ramanathapuram is located in India.,Ramanathapuram,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Tver is located in the United States, NV.",Tver,"the United States, NV",Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Beijing is not located in China.,Beijing,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Addis Ababa is located in Ethiopia.,Addis Ababa,Ethiopia,Ethiopia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Tambov is located in the United States, MS.",Tambov,"the United States, MS",Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Castres is not located in Somalia.,Castres,Somalia,France,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Petersburg is located in the United States, VA.",Petersburg,"the United States, VA","the United States, VA",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bayan Nur is located in China.,Bayan Nur,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Penn Hills is located in the United States, PA.",Penn Hills,"the United States, PA","the United States, PA",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Suqian is not located in Zambia.,Suqian,Zambia,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Burdur is located in Turkey.,Burdur,Turkey,Turkey,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Thāne is not located in India.,Thāne,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Zhuzhai is not located in China.,Zhuzhai,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of San Diego is not located in the United States, CA.",San Diego,"the United States, CA","the United States, CA",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Zapopan is located in Mexico.,Zapopan,Mexico,Mexico,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Handan is not located in Latvia.,Handan,Latvia,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Seoul is not located in the South Korea.,Seoul,the South Korea,the South Korea,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bishkek is located in the United Kingdom.,Bishkek,the United Kingdom,Kyrgyzstan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kaifeng is not located in China.,Kaifeng,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Carini is located in the North Korea.,Carini,the North Korea,Italy,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Córdoba is located in Mexico.,Córdoba,Mexico,"Mexico, Spain, Argentina",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Haikou is not located in the United States, KS.",Haikou,"the United States, KS",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Huaibei is located in China.,Huaibei,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Mecca is not located in Saudi Arabia.,Mecca,Saudi Arabia,Saudi Arabia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Saint-André is located in Reunion.,Saint-André,Reunion,Reunion,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Arad is not located in Macao.,Arad,Macao,Romania,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ar Ramthā is located in Jordan.,Ar Ramthā,Jordan,Jordan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Fortaleza is not located in the Honduras.,Fortaleza,the Honduras,Brazil,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Valencia is located in Ethiopia.,Valencia,Ethiopia,"the United States, CA, Venezuela, Spain",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Baoshan is not located in Namibia.,Baoshan,Namibia,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Salinópolis is located in Brazil.,Salinópolis,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Junín is not located in Argentina.,Junín,Argentina,Argentina,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Manisa is located in Turkey.,Manisa,Turkey,Turkey,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Dar es Salaam is not located in Burundi.,Dar es Salaam,Burundi,Tanzania,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Tashkent is located in Uzbekistan.,Tashkent,Uzbekistan,Uzbekistan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Lanzhou is located in China.,Lanzhou,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sapiranga is not located in Latvia.,Sapiranga,Latvia,Brazil,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Hāsimāra is not located in Bulgaria.,Hāsimāra,Bulgaria,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bảo Lộc is located in Vietnam.,Bảo Lộc,Vietnam,Vietnam,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Satun is located in the Solomon Islands.,Satun,the Solomon Islands,Thailand,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Omdurman is not located in Sudan.,Omdurman,Sudan,Sudan,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Rahim Yar Khan is not located in the United States, CT.",Rahim Yar Khan,"the United States, CT",Pakistan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Columbia is located in Afghanistan.,Columbia,Afghanistan,"the United States, TN, the United States, MD, the United States, MO, the United States, SC",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Rawalpindi is not located in Spain.,Rawalpindi,Spain,Pakistan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Biyang is located in China.,Biyang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Kumamoto is located in the United States, AZ.",Kumamoto,"the United States, AZ",Japan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
