statement,object_1,object_2,correct_object_2,correct,negation,real_object,category
Amphitheater is a type of an assortment.,amphitheater,assortment,"sports stadium, arena, bowl, stadium",FALSE,FALSE,TRUE,types
Delegation is a type of viscus.,delegation,viscus,"authorisation, authorization, empowerment",FALSE,FALSE,TRUE,types
Fumes is not a type of a waste product.,fumes,waste product,"gas, waste, waste material, waste matter, waste product",FALSE,TRUE,TRUE,types
Ranter is not a type of a working person.,ranter,working person,"speaker, talker, utterer, verbaliser, verbalizer",TRUE,TRUE,TRUE,types
Sanatarium is a type of a crime.,sanatarium,crime,"hospital, infirmary",FALSE,FALSE,TRUE,types
Praseodymium is a type of an endocrine.,praseodymium,endocrine,"metal, metallic element",FALSE,FALSE,TRUE,types
Midden is a type of a defender.,midden,defender,"wasteyard, dump, dumpsite, garbage dump, rubbish dump, trash dump, waste-yard",FALSE,FALSE,TRUE,types
Manatee is not a type of a sirenian mammal.,manatee,sirenian mammal,"sea cow, sirenian, sirenian mammal",FALSE,TRUE,TRUE,types
Patriotism is not a type of a loyalty.,patriotism,loyalty,"loyalty, trueness",FALSE,TRUE,TRUE,types
Semibreve is a type of a tone.,semibreve,tone,"musical note, note, tone",TRUE,FALSE,TRUE,types
Auricle is a type of a pocket.,auricle,pocket,"pouch, pocket",TRUE,FALSE,TRUE,types
Twat is not a type of a fanny.,twat,fanny,"female genital organ, female genitalia, female genitals, fanny",FALSE,TRUE,TRUE,types
Utc is not a type of a female parent.,utc,female parent,"greenwich mean time, greenwich time, gmt, universal time, ut, ut1",TRUE,TRUE,TRUE,types
Enjoining is not a type of a ban.,enjoining,ban,"prohibition, proscription, ban",FALSE,TRUE,TRUE,types
Misgiving is not a type of an outlook.,misgiving,outlook,"expectation, outlook, prospect",FALSE,TRUE,TRUE,types
Mismanagement is a type of a bone.,mismanagement,bone,"direction, management",FALSE,FALSE,TRUE,types
Advert is not a type of a tricyclic antidepressant drug.,advert,tricyclic antidepressant drug,"publicity, packaging, promo, promotion, promotional material",TRUE,TRUE,TRUE,types
Dolor is not a type of a waterman.,dolor,waterman,"brokenheartedness, heartbreak, grief, heartache",TRUE,TRUE,TRUE,types
Housecoat is a type of a change of state.,housecoat,change of state,woman's clothing,FALSE,FALSE,TRUE,types
Illness is a type of unhealthiness.,illness,unhealthiness,"health problem, ill health, unhealthiness",TRUE,FALSE,TRUE,types
Advertiser is not a type of a publicizer.,advertiser,publicizer,"publicizer, publiciser, publicist",FALSE,TRUE,TRUE,types
Metro is a type of a railroad line.,metro,railroad line,"railroad, railroad line, railway, railway line, railway system",TRUE,FALSE,TRUE,types
Manatee is not a type of softness.,manatee,softness,"sea cow, sirenian, sirenian mammal",TRUE,TRUE,TRUE,types
Eyepiece is not a type of a client.,eyepiece,client,"lens, lens system, lense",TRUE,TRUE,TRUE,types
Paries is not a type of a stratum.,paries,stratum,stratum,FALSE,TRUE,TRUE,types
1890s is not a type of a mating.,1890s,mating,"decade, decennary, decennium",TRUE,TRUE,TRUE,types
Abruption is not a type of a musculature.,abruption,musculature,"break, disruption, gap, interruption",TRUE,TRUE,TRUE,types
Standpoint is not a type of a stance.,standpoint,stance,"stance, position, posture",FALSE,TRUE,TRUE,types
Grasp is a type of a royal family.,grasp,royal family,"understanding, discernment, savvy, apprehension",FALSE,FALSE,TRUE,types
Sheepherder is a type of a herdsman.,sheepherder,herdsman,"drover, herder, herdsman",TRUE,FALSE,TRUE,types
Starship is a type of a programme.,starship,programme,"ballistic capsule, space vehicle, spacecraft",FALSE,FALSE,TRUE,types
Spreading is a type of a technology.,spreading,technology,transmission,FALSE,FALSE,TRUE,types
Sivan is not a type of a jewish calendar month.,sivan,jewish calendar month,jewish calendar month,FALSE,TRUE,TRUE,types
Giblets is not a type of a psychoactive drug.,giblets,psychoactive drug,"organs, variety meat",TRUE,TRUE,TRUE,types
Eyeglass is a type of a machine.,eyeglass,machine,"lens, lens system, lense",FALSE,FALSE,TRUE,types
Morals is a type of a need.,morals,need,"need, motivation, motive",TRUE,FALSE,TRUE,types
Vino is not a type of a conclusion.,vino,conclusion,"intoxicant, alcoholic drink, alcoholic beverage, alcohol, inebriant",TRUE,TRUE,TRUE,types
Goatherd is not a type of a culture medium.,goatherd,culture medium,"drover, herder, herdsman",TRUE,TRUE,TRUE,types
Waif is not a type of a tike.,waif,tike,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",FALSE,TRUE,TRUE,types
Carnage is a type of a slaying.,carnage,slaying,"murder, slaying, execution",TRUE,FALSE,TRUE,types
Aviatrix is not a type of an issue.,aviatrix,issue,"aeronaut, airman, aviator, flier, flyer",TRUE,TRUE,TRUE,types
Breakout is not a type of a handkerchief.,breakout,handkerchief,"escape, flight",TRUE,TRUE,TRUE,types
Mountainside is a type of an incline.,mountainside,incline,"incline, side, slope",TRUE,FALSE,TRUE,types
Conjuration is not a type of a thaumaturgy.,conjuration,thaumaturgy,"thaumaturgy, magic",FALSE,TRUE,TRUE,types
Goatherd is not a type of an issue.,goatherd,issue,"drover, herder, herdsman",TRUE,TRUE,TRUE,types
Buna is not a type of a synthetic rubber.,buna,synthetic rubber,"rubber, synthetic rubber",FALSE,TRUE,TRUE,types
Quivering is a type of a motility.,quivering,motility,"motility, movement, motion, move",TRUE,FALSE,TRUE,types
Woodworking is not a type of a trade.,woodworking,trade,"trade, craft",FALSE,TRUE,TRUE,types
Rudeness is not a type of a manner.,rudeness,manner,"manner, personal manner",FALSE,TRUE,TRUE,types
Prosecutor is not a type of a lawyer.,prosecutor,lawyer,"attorney, functionary, lawyer, official",FALSE,TRUE,TRUE,types
Herder is a type of a hired man.,herder,hired man,"hired hand, hired man, hand",TRUE,FALSE,TRUE,types
Outgrowth is a type of an issue.,outgrowth,issue,"issue, upshot, event, effect, outcome, consequence, result",TRUE,FALSE,TRUE,types
Batsman is a type of a ballplayer.,batsman,ballplayer,"ballplayer, baseball player",TRUE,FALSE,TRUE,types
Infringement is not a type of a pretence.,infringement,pretence,"actus reus, misconduct, wrongdoing, wrongful conduct",TRUE,TRUE,TRUE,types
Hemorrhoidectomy is not a type of a surgery.,hemorrhoidectomy,surgery,"operation, surgery, surgical operation, surgical procedure, surgical process",FALSE,TRUE,TRUE,types
Conjuration is a type of a representation.,conjuration,representation,"thaumaturgy, magic",FALSE,FALSE,TRUE,types
Caboose is a type of a strongbox.,caboose,strongbox,"car, railcar, railroad car, railway car",FALSE,FALSE,TRUE,types
Permanency is not a type of a neuroleptic drug.,permanency,neuroleptic drug,"length, duration",TRUE,TRUE,TRUE,types
Plaintiff is a type of a litigator.,plaintiff,litigator,"litigant, litigator",TRUE,FALSE,TRUE,types
Bambino is not a type of a time.,bambino,time,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",TRUE,TRUE,TRUE,types
Toon is a type of a short subject.,toon,short subject,short subject,TRUE,FALSE,TRUE,types
Violinist is not a type of a neuroleptic drug.,violinist,neuroleptic drug,"instrumentalist, player, musician",TRUE,TRUE,TRUE,types
Diode is a type of a vacuum tube.,diode,vacuum tube,"electron tube, vacuum tube, thermionic tube, thermionic vacuum tube, thermionic valve, tube",TRUE,FALSE,TRUE,types
Bambino is a type of an utterer.,bambino,utterer,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",FALSE,FALSE,TRUE,types
Balustrade is not a type of a barrier.,balustrade,barrier,barrier,FALSE,TRUE,TRUE,types
Firebrand is not a type of a hebrew.,firebrand,hebrew,"troubler, mischief-maker, bad hat, trouble maker, troublemaker",TRUE,TRUE,TRUE,types
Dietitian is a type of frailness.,dietitian,frailness,"specialiser, specialist, specializer",FALSE,FALSE,TRUE,types
Haloperidol is a type of a major tranquilizer.,haloperidol,major tranquilizer,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug",TRUE,FALSE,TRUE,types
Hemorrhoidectomy is a type of a platform.,hemorrhoidectomy,platform,"operation, surgery, surgical operation, surgical procedure, surgical process",FALSE,FALSE,TRUE,types
Waif is a type of a minor.,waif,minor,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",TRUE,FALSE,TRUE,types
Silva is a type of a protagonist.,silva,protagonist,"forest, timber, timberland, woodland",FALSE,FALSE,TRUE,types
Christendom is not a type of a body.,christendom,body,body,FALSE,TRUE,TRUE,types
Cablegram is a type of a pairing.,cablegram,pairing,"telegram, wire",FALSE,FALSE,TRUE,types
Repast is a type of a flux unit.,repast,flux unit,"victuals, nutriment, aliment, alimentation, sustenance, nutrition, nourishment",FALSE,FALSE,TRUE,types
Vino is not a type of an intoxicant.,vino,intoxicant,"intoxicant, alcoholic drink, alcoholic beverage, alcohol, inebriant",FALSE,TRUE,TRUE,types
Sylva is not a type of an outlaw.,sylva,outlaw,"forest, timber, timberland, woodland",TRUE,TRUE,TRUE,types
Thug is a type of verboseness.,thug,verboseness,"criminal, crook, felon, malefactor, outlaw",FALSE,FALSE,TRUE,types
Morals is a type of a motivation.,morals,motivation,"need, motivation, motive",TRUE,FALSE,TRUE,types
Finality is a type of determinateness.,finality,determinateness,"definiteness, determinateness",TRUE,FALSE,TRUE,types
Misgiving is a type of an outlook.,misgiving,outlook,"expectation, outlook, prospect",TRUE,FALSE,TRUE,types
Grocery is a type of an interloper.,grocery,interloper,consumer goods,FALSE,FALSE,TRUE,types
Advert is a type of a publicity.,advert,publicity,"publicity, packaging, promo, promotion, promotional material",TRUE,FALSE,TRUE,types
Permanency is a type of a duration.,permanency,duration,"length, duration",TRUE,FALSE,TRUE,types
Swearing is not a type of a commitment.,swearing,commitment,"commitment, dedication",FALSE,TRUE,TRUE,types
Environs is a type of a geographical area.,environs,geographical area,"geographical region, geographic area, geographical area, geographic region",TRUE,FALSE,TRUE,types
Dolor is a type of a heartbreak.,dolor,heartbreak,"brokenheartedness, heartbreak, grief, heartache",TRUE,FALSE,TRUE,types
Outgrowth is not a type of a side.,outgrowth,side,"issue, upshot, event, effect, outcome, consequence, result",TRUE,TRUE,TRUE,types
Bromine is not a type of an ill will.,bromine,ill will,"chemical element, element, halogen",TRUE,TRUE,TRUE,types
Rumor is not a type of a gossip.,rumor,gossip,"comment, gossip, scuttlebutt",FALSE,TRUE,TRUE,types
Oneness is a type of an identity.,oneness,identity,"identicalness, identity, indistinguishability",TRUE,FALSE,TRUE,types
Plantagenet is a type of a mendicant.,plantagenet,mendicant,"dynasty, royal family, royal house, royal line, royalty",FALSE,FALSE,TRUE,types
Superstar is not a type of a stupid person.,superstar,stupid person,expert,TRUE,TRUE,TRUE,types
Roma is a type of an indian.,roma,indian,indian,TRUE,FALSE,TRUE,types
Mot is a type of an ointment.,MOT,ointment,"trial, test, run",FALSE,FALSE,TRUE,types
Dace is not a type of a cyprinid fish.,dace,cyprinid fish,"cyprinid, cyprinid fish",FALSE,TRUE,TRUE,types
Quasar is not a type of a conflict.,quasar,conflict,"celestial body, heavenly body",TRUE,TRUE,TRUE,types
Spectroscope is a type of an optical instrument.,spectroscope,optical instrument,optical instrument,TRUE,FALSE,TRUE,types
Sceneshifter is not a type of a geographic region.,sceneshifter,geographic region,"stage technician, stagehand",TRUE,TRUE,TRUE,types
Procurement is not a type of an acquisition.,procurement,acquisition,acquisition,FALSE,TRUE,TRUE,types
Bambino is a type of iridaceous plant.,bambino,iridaceous plant,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",FALSE,FALSE,TRUE,types
Wellbeing is a type of a prosperity.,wellbeing,prosperity,"prosperity, successfulness",TRUE,FALSE,TRUE,types
Stetson is a type of a movement.,stetson,movement,"chapeau, hat, lid",FALSE,FALSE,TRUE,types
Intifada is not a type of a rising.,intifada,rising,"insurrection, rebellion, revolt, rising, uprising",FALSE,TRUE,TRUE,types
Throng is a type of a vocalizer.,throng,vocalizer,"assemblage, gathering",FALSE,FALSE,TRUE,types
Kapok is not a type of a plant fiber.,kapok,plant fiber,"plant fiber, plant fibre",FALSE,TRUE,TRUE,types
Summertime is not a type of a misrepresentation.,summertime,misrepresentation,"season, time of year",TRUE,TRUE,TRUE,types
Nonpayment is not a type of a failure.,nonpayment,failure,failure,FALSE,TRUE,TRUE,types
Greenway is not a type of a hired hand.,greenway,hired hand,belt,TRUE,TRUE,TRUE,types
Operetta is a type of opera comique.,operetta,opera comique,"bouffe, comic opera, opera bouffe, opera comique",TRUE,FALSE,TRUE,types
Cornflower is a type of a bellwort.,cornflower,bellwort,"bellwort, merry bells, wild oats",TRUE,FALSE,TRUE,types
Corticoid is a type of a leaving.,corticoid,leaving,"steroid, steroid hormone, sex hormone",FALSE,FALSE,TRUE,types
Sn is a type of a metallic element.,sn,metallic element,"metal, metallic element",TRUE,FALSE,TRUE,types
Hauberk is a type of a scuttlebutt.,hauberk,scuttlebutt,"chain armor, chain armour, chain mail, mail, ring armor, ring armour, ring mail",FALSE,FALSE,TRUE,types
Mya is a type of unfitness.,mya,unfitness,mollusk genus,FALSE,FALSE,TRUE,types
Tubful is a type of a road.,tubful,road,containerful,FALSE,FALSE,TRUE,types
Deconstruction is not a type of a woodland.,deconstruction,woodland,"philosophical doctrine, philosophical theory",TRUE,TRUE,TRUE,types
Jerker is a type of a puller.,jerker,puller,puller,TRUE,FALSE,TRUE,types
Wyvern is not a type of an ironing.,wyvern,ironing,"dragon, firedrake",TRUE,TRUE,TRUE,types
Cantata is a type of a classical music.,cantata,classical music,"classical, classical music, serious music",TRUE,FALSE,TRUE,types
Tv is not a type of a satisfaction.,tv,satisfaction,"receiver, receiving system",TRUE,TRUE,TRUE,types
Cartel is not a type of a pool.,cartel,pool,"consortium, pool, syndicate",FALSE,TRUE,TRUE,types
Vim is not a type of healthiness.,vim,healthiness,"healthiness, good health",FALSE,TRUE,TRUE,types
Drosophila is a type of a drinking.,drosophila,drinking,"fruit fly, pomace fly",FALSE,FALSE,TRUE,types
Fist is not a type of manus.,fist,manus,"hand, manus, mitt, paw",FALSE,TRUE,TRUE,types
Incubator is not a type of an apparatus.,incubator,apparatus,"apparatus, setup",FALSE,TRUE,TRUE,types
Porkpie is a type of a workman.,porkpie,workman,snap-brim hat,FALSE,FALSE,TRUE,types
Martinet is not a type of an authoritarian.,martinet,authoritarian,"authoritarian, dictator",FALSE,TRUE,TRUE,types
Width is a type of a primary care provider.,width,primary care provider,dimension,FALSE,FALSE,TRUE,types
Bambino is not a type of a youngster.,bambino,youngster,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",FALSE,TRUE,TRUE,types
Mono is a type of a flux unit.,mono,flux unit,infectious disease,FALSE,FALSE,TRUE,types
Undercurrent is a type of an anticoagulant medication.,undercurrent,anticoagulant medication,"substance, meaning",FALSE,FALSE,TRUE,types
Cash is not a type of an academician.,cash,academician,payment,TRUE,TRUE,TRUE,types
Wanderlust is not a type of an impulse.,wanderlust,impulse,"impulse, urge",FALSE,TRUE,TRUE,types
Bambino is a type of a child.,bambino,child,"child, fry, kid, minor, nestling, nipper, shaver, small fry, tiddler, tike, tyke, youngster",TRUE,FALSE,TRUE,types
